@relation housing_train_cleaned

@attribute rent numeric
@attribute type {apartment,house,manufactured,townhouse,condo,duplex,flat,cottage/cabin,in-law,loft,land}
@attribute sqfeet numeric
@attribute bedrooms numeric
@attribute bathrooms numeric
@attribute cats_allowed numeric
@attribute dogs_allowed numeric
@attribute smoking_allowed numeric
@attribute wheelchair_access numeric
@attribute electric_vehicle_charge numeric
@attribute comes_furnished numeric
@attribute laundry_options {'laundry on site','w/d hookups','w/d in unit',unknown,'laundry in bldg','no laundry on site'}
@attribute parking_options {'street parking','off-street parking',unknown,carport,'attached garage','detached garage','no parking','valet parking'}
@attribute demand {yes,no,unknown}

@data
2395,apartment,1279,3,2,1,1,1,0,1,0,'w/d in unit',carport,yes
1400,apartment,950,2,2,1,1,1,1,0,0,'laundry on site',carport,yes
3250,house,2000,3,2,0,0,0,0,0,0,'w/d hookups','attached garage',yes
1800,apartment,592,1,1,1,1,0,0,0,0,'laundry on site',carport,yes
1600,house,810,2,1,0,0,1,0,0,0,'w/d hookups','detached garage',yes
1850,house,1850,4,2,0,0,1,0,0,0,'laundry in bldg','attached garage',no
1500,house,1041,3,2,0,0,0,0,0,0,'w/d hookups','attached garage',yes
2375,apartment,1279,3,2,1,1,1,0,1,0,'w/d in unit',carport,yes
1700,house,858,2,1.5,0,0,0,0,0,0,'w/d in unit',carport,yes
650,apartment,1024,1,1,0,0,1,0,0,0,'w/d hookups',unknown,yes
1700,house,1553,3,2,0,0,0,0,0,0,'w/d hookups','attached garage',yes
1795,house,1417,3,2,1,1,0,0,0,0,'w/d hookups','attached garage',yes
1495,house,1416,3,1,0,0,0,0,0,0,'w/d hookups','detached garage',yes
1800,apartment,600,1,1,1,0,1,0,0,0,'no laundry on site','off-street parking',yes
1045,apartment,613,1,1,1,1,1,0,0,0,'laundry on site',carport,yes
2150,house,3169,3,2.5,0,0,1,0,0,0,'w/d in unit','attached garage',yes
3800,house,1750,3,2,0,0,0,0,0,0,'laundry on site','off-street parking',yes
2200,apartment,1400,3,2,0,0,1,0,0,0,'w/d in unit','attached garage',yes
1695,house,1607,4,2,0,0,1,0,0,0,'w/d hookups','attached garage',yes
1800,apartment,627,1,1,1,1,0,0,0,0,'laundry on site',carport,yes
1490,apartment,1265,2,2,1,1,1,0,0,0,'w/d in unit',unknown,yes
1500,in-law,700,1,1,0,0,0,0,0,0,'no laundry on site','off-street parking',yes
1434,apartment,999,2,1,1,1,1,0,0,0,'w/d in unit',carport,yes
1432,apartment,786,1,1,1,1,1,0,0,0,'w/d in unit',carport,yes
1285,apartment,876,2,2,1,1,1,0,0,0,'laundry on site',carport,yes
1500,house,1910,4,3,1,1,1,0,0,0,unknown,'attached garage',yes
1450,apartment,963,2,2,1,1,1,0,0,0,'w/d hookups',carport,yes
1200,duplex,756,2,1,1,1,1,0,0,0,'w/d hookups',unknown,yes
1750,apartment,998,2,2,1,1,0,0,0,0,'w/d in unit',carport,yes
2315,apartment,741,1,1,1,1,1,0,0,0,'w/d in unit',unknown,yes
2040,apartment,1330,3,2,1,1,0,0,0,0,'w/d in unit',carport,yes
1205,apartment,627,1,1,1,1,0,0,0,0,'w/d in unit',carport,yes
1255,apartment,760,1,1,1,1,1,0,0,0,'laundry on site',carport,yes
1275,townhouse,1307,4,2,0,1,1,0,0,0,unknown,unknown,yes
1270,apartment,730,1,1,0,1,1,0,0,0,'w/d hookups',carport,yes
1110,apartment,592,1,1,1,1,0,0,0,0,'laundry on site',carport,yes
1669,apartment,838,2,2,1,1,1,0,0,1,'laundry on site',carport,yes
2150,house,1900,3,2,0,1,0,0,0,0,'w/d hookups','detached garage',yes
2450,apartment,1900,3,2,0,1,0,0,0,0,'w/d hookups','detached garage',yes
2250,apartment,650,2,1,1,1,0,0,0,0,'laundry on site','off-street parking',yes
1298,apartment,876,2,2,1,1,1,0,0,0,'laundry on site',carport,yes
3069,apartment,1032,2,2,1,1,0,0,0,0,'w/d in unit',carport,yes
1175,apartment,738,1,1,0,0,0,0,0,0,'laundry on site',carport,yes
1150,apartment,707,1,1,0,0,0,0,0,0,'laundry on site',carport,yes
1570,apartment,850,2,1,1,1,1,0,0,0,'laundry on site',carport,yes
1320,apartment,614,1,1,1,1,1,0,0,0,'laundry on site',carport,yes
1125,apartment,460,0,1,1,1,1,0,0,0,unknown,carport,yes
2293,apartment,616,1,1,1,1,0,1,0,0,'w/d in unit',carport,yes
1795,apartment,627,1,1,1,1,0,0,0,0,'laundry on site',carport,yes
1564,apartment,999,2,1,1,1,1,0,0,0,'w/d in unit',carport,yes
1620,apartment,964,2,0,1,1,1,0,0,0,'w/d in unit',carport,yes
2200,house,2200,4,3.5,0,0,0,0,0,0,'w/d hookups','attached garage',no
2275,apartment,752,1,1,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
3033,apartment,881,2,2,1,1,0,1,0,0,'w/d in unit','detached garage',yes
1660,apartment,1152,3,2,1,1,0,0,0,0,'laundry on site',carport,yes
1275,apartment,627,1,1,1,1,0,0,0,0,'w/d in unit',carport,yes
1700,in-law,600,1,1,1,0,0,0,0,1,'laundry on site','off-street parking',yes
710,condo,436,1,1,1,1,1,1,0,1,'w/d in unit','attached garage',yes
2667,apartment,923,2,2,0,0,1,0,0,0,unknown,unknown,yes
3095,apartment,1281,2,2,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
2200,duplex,800,2,1,0,0,0,0,0,0,'laundry on site','off-street parking',yes
2428,apartment,610,1,1,1,1,0,0,1,0,'w/d in unit','detached garage',yes
1537,apartment,500,1,1,1,1,1,0,0,0,'laundry on site',carport,yes
1834,apartment,1281,2,2,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
2418,apartment,610,1,1,1,1,0,0,1,0,'w/d in unit','detached garage',yes
2398,apartment,610,1,1,1,1,0,0,0,0,'w/d in unit','detached garage',yes
2400,house,1234,3,2,0,0,0,0,0,0,'w/d hookups','attached garage',yes
1600,cottage/cabin,800,1,1,1,1,0,0,0,1,'w/d in unit','street parking',yes
2501,apartment,680,1,1,1,1,0,0,1,0,'w/d in unit','detached garage',yes
2707,apartment,923,2,2,1,1,0,0,1,0,'w/d in unit','detached garage',yes
1275,apartment,525,0,1,0,0,0,0,0,0,unknown,'street parking',yes
2000,apartment,1687,3,2,0,0,1,0,0,0,unknown,unknown,yes
2501,apartment,667,1,1,1,1,0,0,1,0,'w/d in unit',carport,yes
1640,apartment,750,1,1,1,1,0,0,0,0,'w/d in unit',carport,yes
1700,condo,540,1,1,1,1,0,0,0,0,'w/d in unit',carport,yes
2433,apartment,610,1,1,1,1,0,0,1,0,'w/d in unit','detached garage',yes
1980,apartment,405,0,1,1,1,0,0,0,0,'laundry on site',unknown,yes
2730,apartment,1013,2,2,1,1,0,0,1,0,'w/d in unit',carport,yes
1395,in-law,700,1,1,1,1,0,0,0,0,unknown,unknown,yes
2418,apartment,610,1,1,1,1,0,0,1,0,'w/d in unit','attached garage',yes
2760,apartment,1013,2,2,1,1,0,0,1,0,'w/d in unit',carport,yes
2637,apartment,923,2,2,1,1,0,0,1,0,'w/d in unit','detached garage',yes
2250,apartment,800,2,1,1,0,1,0,0,0,'w/d in unit','attached garage',yes
3150,house,1600,3,2,0,0,0,0,0,0,'laundry in bldg','detached garage',yes
2652,apartment,983,2,2,1,1,0,0,1,0,'w/d in unit',carport,yes
2735,apartment,1013,2,2,1,1,0,0,1,0,'w/d in unit',carport,yes
1550,apartment,480,0,1,0,0,0,0,0,0,'no laundry on site','street parking',yes
2612,apartment,923,2,2,1,1,0,0,1,0,'w/d in unit','detached garage',yes
4200,condo,1753,3,2,0,0,1,0,0,0,'laundry in bldg',carport,yes
2252,apartment,940,2,2,1,1,1,0,0,0,'w/d in unit','detached garage',yes
8500,house,3086,5,4.5,0,0,0,0,0,1,'w/d in unit','attached garage',yes
2498,apartment,680,1,1,1,1,0,0,1,0,'w/d in unit','detached garage',yes
1502,apartment,575,1,1,1,1,0,0,0,0,'laundry on site',carport,yes
2400,duplex,750,2,1,1,0,1,0,0,0,'w/d hookups','attached garage',yes
2418,apartment,610,1,1,0,0,1,0,0,0,unknown,unknown,yes
2080,apartment,800,2,1,1,1,1,0,0,0,'laundry on site',carport,yes
1830,apartment,800,2,1,1,1,1,0,0,0,'laundry on site',carport,yes
2240,apartment,900,2,1.5,1,1,1,0,0,0,'laundry on site',carport,yes
2502,apartment,680,1,1,0,0,1,0,0,0,unknown,unknown,yes
2300,apartment,1250,2,2,0,0,1,0,0,0,'laundry on site',carport,yes
1500,apartment,500,0,1,0,0,1,0,0,0,'laundry on site',carport,yes
1600,apartment,600,1,1,0,0,1,0,0,0,'laundry on site',carport,yes
1950,apartment,775,1,1,1,1,1,0,0,0,'laundry on site',carport,yes
2025,apartment,598,0,1,1,1,0,0,0,0,'w/d in unit',carport,yes
1875,apartment,500,2,1,0,0,0,0,0,1,'no laundry on site','off-street parking',yes
2740,apartment,1013,2,2,1,1,0,0,1,0,'w/d in unit',carport,yes
1445,house,610,0,1,0,0,1,0,0,0,'no laundry on site','street parking',yes
3220,apartment,449,0,1,1,1,0,0,0,0,'w/d in unit',unknown,yes
2423,apartment,610,1,1,1,1,0,0,1,0,'w/d in unit','detached garage',yes
1585,apartment,600,1,1,1,1,1,0,0,0,'laundry on site','no parking',yes
3300,house,2164,3,2.5,0,0,0,0,0,0,'w/d in unit','attached garage',yes
1601,apartment,705,1,1,1,1,0,1,0,0,'w/d in unit','attached garage',yes
4750,house,1550,3,2,0,0,0,0,0,1,'w/d in unit','off-street parking',yes
2428,apartment,610,1,1,0,0,1,0,0,0,unknown,unknown,yes
2550,apartment,875,2,1,1,0,1,0,0,0,'laundry on site',carport,yes
2295,apartment,715,1,1,1,1,0,0,0,0,'laundry on site',carport,yes
2200,house,400,1,1,0,0,0,0,0,0,'no laundry on site','street parking',yes
2900,house,950,3,1,0,0,0,0,0,0,'w/d in unit',carport,yes
2622,apartment,923,2,2,1,1,0,0,1,0,'w/d in unit','detached garage',yes
2100,apartment,625,1,1,1,1,1,0,0,0,'laundry on site',carport,yes
2895,house,960,2,2,0,0,0,0,0,0,'w/d in unit','off-street parking',yes
2950,apartment,753,1,1,1,1,0,1,1,0,'w/d in unit','attached garage',yes
3695,apartment,900,2,1,0,0,0,0,0,0,'laundry on site',carport,yes
2895,house,1250,3,1,0,0,0,0,0,0,'w/d hookups','attached garage',yes
2521,apartment,667,1,1,1,1,0,0,0,0,'w/d in unit',carport,yes
1450,apartment,600,1,1,0,0,1,0,0,0,'w/d hookups','off-street parking',yes
2720,apartment,1013,2,2,0,0,1,0,0,0,unknown,unknown,yes
1630,apartment,750,1,1,1,1,0,0,0,0,'w/d in unit',carport,yes
1525,apartment,500,1,1,0,0,1,0,0,0,'laundry on site',unknown,yes
1950,apartment,775,1,1,1,1,0,0,0,0,'laundry on site',carport,yes
2029,apartment,600,1,1,0,0,1,0,0,0,unknown,unknown,yes
2727,apartment,923,2,2,1,1,0,0,1,0,'w/d in unit','detached garage',yes
1397,apartment,420,0,1,1,1,0,0,0,0,'laundry on site',carport,yes
2682,apartment,923,2,2,1,1,0,0,0,0,'w/d in unit','detached garage',yes
1450,apartment,550,1,1,0,0,1,0,0,0,'no laundry on site','off-street parking',yes
1750,apartment,900,2,1.5,0,0,0,0,0,0,'w/d hookups','detached garage',yes
2712,apartment,923,2,2,1,1,0,0,0,0,'w/d in unit','detached garage',yes
2501,apartment,667,1,1,1,1,0,0,0,0,'w/d in unit',carport,yes
1735,apartment,570,1,1,1,1,0,0,0,0,'laundry on site',carport,yes
1295,apartment,408,0,1,1,1,1,0,0,0,'laundry on site',carport,yes
3050,apartment,1452,2,2,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
2657,apartment,923,2,2,0,0,1,0,0,0,unknown,unknown,yes
1795,apartment,500,1,1,0,0,1,0,0,0,'laundry on site','street parking',yes
3800,house,1650,3,2,0,0,0,0,0,1,'w/d in unit',carport,yes
1585,apartment,600,1,1,1,1,1,0,0,0,'laundry on site',unknown,yes
1150,cottage/cabin,350,1,1,0,0,0,0,0,0,'no laundry on site','off-street parking',yes
1225,apartment,515,0,1,0,0,1,0,0,0,'laundry on site',carport,yes
3975,apartment,1120,2,2,1,1,1,0,0,0,'w/d in unit',carport,yes
3295,house,2228,4,2.5,0,0,0,0,0,0,'w/d hookups','attached garage',yes
4150,house,3160,4,3.5,0,1,1,0,0,0,'w/d in unit','attached garage',yes
1910,apartment,973,2,2,1,0,1,0,0,0,'w/d in unit',carport,yes
2812,apartment,923,2,2,1,1,0,0,0,0,'w/d in unit','detached garage',yes
2175,condo,656,1,1,1,1,1,0,0,0,'laundry in bldg',carport,yes
3250,house,1325,3,2,0,0,0,0,0,0,'laundry on site','attached garage',yes
3250,house,1000,2,1,1,1,0,0,0,0,'w/d in unit','attached garage',yes
2500,house,1244,2,1,1,1,0,0,0,0,'laundry on site','off-street parking',yes
3500,apartment,1100,4,1,1,0,0,0,0,0,'w/d in unit',unknown,yes
2910,apartment,965,1,1.5,0,0,1,0,0,0,unknown,unknown,yes
2426,apartment,667,1,1,0,0,1,0,0,0,'w/d in unit',carport,yes
1700,apartment,570,1,1,1,1,0,0,0,0,'laundry on site',carport,yes
3000,house,1692,3,2,0,0,0,0,0,0,'laundry on site','attached garage',yes
2500,house,1091,2,1,1,1,0,0,0,0,'w/d hookups',unknown,yes
1750,in-law,600,1,1,1,0,0,0,0,1,'laundry on site','off-street parking',yes
3200,apartment,1035,3,2,1,1,0,0,0,0,'w/d hookups','attached garage',yes
1770,apartment,570,1,1,1,1,0,0,0,0,'laundry on site',carport,yes
2100,apartment,800,2,1,1,1,0,0,0,0,'laundry on site',carport,yes
2500,house,1500,4,2,1,1,0,0,0,0,'w/d hookups','attached garage',no
1795,house,1000,2,1,1,1,0,0,0,0,'w/d hookups','detached garage',yes
1995,apartment,725,2,1,0,1,0,0,0,0,'laundry on site',carport,yes
2433,apartment,610,1,1,0,0,1,0,0,0,unknown,unknown,yes
3425,house,1695,3,2.5,1,1,0,0,0,0,'laundry on site','attached garage',yes
3350,house,1550,2,1,0,0,0,0,0,0,'laundry on site',unknown,yes
4100,condo,2481,3,3.5,1,1,0,0,0,0,'laundry on site',unknown,yes
1750,apartment,912,2,1,0,0,1,0,0,0,'laundry on site',carport,yes
3100,apartment,975,2,1,0,0,1,0,0,0,'w/d in unit','off-street parking',yes
5300,house,3440,4,4,0,0,1,0,0,0,'w/d in unit','attached garage',no
1432,apartment,500,0,1,1,1,1,0,0,0,'laundry on site',carport,yes
2000,apartment,500,0,1,0,0,0,0,0,1,'no laundry on site','off-street parking',yes
1295,apartment,408,0,1,0,0,1,0,0,0,'laundry on site',carport,yes
3990,house,2800,2,2,0,1,1,0,0,0,'w/d hookups','detached garage',yes
2300,apartment,865,2,1,1,1,1,0,1,0,'laundry on site',carport,yes
1850,apartment,690,1,1,1,1,1,0,1,0,'laundry on site',carport,yes
1925,apartment,690,1,1,1,1,1,0,1,0,'laundry on site',carport,yes
3150,house,2000,3,1,0,0,1,0,0,0,'w/d hookups','off-street parking',yes
1500,cottage/cabin,400,1,1,1,0,1,0,0,0,'no laundry on site',unknown,yes
2710,apartment,1013,2,2,1,1,0,0,0,0,'w/d in unit',carport,yes
2418,apartment,610,1,1,1,1,1,0,1,0,'w/d in unit','detached garage',yes
1795,apartment,700,2,1,0,0,0,0,0,0,'laundry in bldg',carport,yes
530,house,940,2,1,0,0,1,0,0,0,unknown,unknown,yes
3200,house,1100,3,2,1,1,0,0,0,0,'w/d in unit','attached garage',yes
2000,apartment,433,1,1,0,0,1,0,0,0,unknown,unknown,yes
2450,house,1175,2,1.5,0,0,0,0,0,0,unknown,'attached garage',yes
2074,apartment,616,1,1,0,0,1,0,0,0,unknown,unknown,yes
2426,apartment,667,1,1,1,1,0,0,0,0,'w/d in unit',carport,yes
2725,apartment,1013,2,2,1,1,0,0,0,0,'w/d in unit',carport,yes
2899,apartment,1025,2,2,1,1,0,0,0,0,'laundry on site',carport,yes
2295,apartment,740,1,1,1,0,1,0,0,0,'laundry on site',carport,yes
2423,apartment,610,1,1,1,1,0,0,0,0,'w/d in unit','detached garage',yes
1200,in-law,325,0,1,0,0,0,0,0,0,'no laundry on site','street parking',yes
1917,apartment,875,2,1,1,1,1,0,0,0,'laundry on site',unknown,yes
2500,house,1119,2,1,1,1,0,0,0,0,'w/d in unit','attached garage',yes
1650,in-law,725,1,1,0,0,0,0,0,1,'no laundry on site','off-street parking',yes
2767,apartment,923,2,2,1,1,0,0,0,0,'w/d in unit','detached garage',yes
4595,house,2785,3,3,0,0,0,0,0,0,'w/d hookups','attached garage',yes
1300,apartment,500,1,1,1,1,1,1,0,0,'w/d in unit',carport,yes
4595,house,2780,3,3,0,0,0,0,0,0,'w/d hookups','attached garage',yes
1450,apartment,400,0,1,0,0,0,0,0,1,'laundry on site','street parking',yes
1285,apartment,350,1,1,0,0,0,0,0,1,'no laundry on site','off-street parking',yes
1966,apartment,659,2,1,1,1,1,0,0,0,'laundry on site',carport,yes
2015,apartment,750,1,1,1,1,0,0,0,0,'w/d in unit',carport,yes
1417,apartment,550,0,1,1,1,1,0,0,0,'laundry on site',carport,yes
3700,house,1466,4,1.5,0,0,1,0,0,0,'w/d in unit',unknown,yes
2295,duplex,720,1,1,0,0,0,0,0,0,'no laundry on site','off-street parking',yes
1995,duplex,900,2,1,0,0,1,0,0,0,'laundry in bldg',carport,yes
1695,apartment,700,1,1,0,0,1,0,0,1,'laundry in bldg','off-street parking',yes
1350,apartment,716,1,1,1,1,1,0,0,0,unknown,carport,yes
1450,apartment,858,2,1,1,1,1,0,0,0,unknown,carport,yes
2850,house,1100,2,1,0,1,0,0,0,1,'laundry on site','attached garage',yes
1610,apartment,750,1,1,1,1,0,0,0,0,'w/d in unit',carport,yes
1560,apartment,550,1,1,1,1,1,0,0,0,'laundry on site',carport,yes
1600,cottage/cabin,840,1,1,1,1,0,1,0,1,'laundry on site','attached garage',yes
1525,apartment,400,0,1,1,1,1,0,0,0,'laundry on site',unknown,yes
2775,apartment,1407,3,1,0,0,1,0,0,0,'w/d hookups','street parking',yes
3295,house,3533,5,4,0,0,1,0,0,0,'w/d hookups','attached garage',yes
2745,townhouse,850,2,1,1,1,1,0,0,0,'laundry on site',carport,yes
2730,townhouse,930,2,1.5,1,1,1,0,0,0,'laundry on site',carport,yes
1750,apartment,717,2,1,0,0,1,0,0,0,'laundry on site',carport,yes
3375,house,1816,3,2.5,0,0,1,0,0,0,'w/d in unit','attached garage',yes
2395,cottage/cabin,600,1,1,1,1,0,0,0,0,'w/d in unit','street parking',yes
4695,house,4475,7,4,0,0,1,0,0,0,unknown,'attached garage',yes
2885,apartment,1000,2,2,1,1,0,0,0,0,'w/d in unit',carport,yes
2375,house,1200,2,1,0,0,0,0,0,0,'w/d in unit','detached garage',yes
2495,house,906,2,1.5,1,0,1,0,0,0,'w/d hookups','attached garage',yes
1650,apartment,764,1,1,0,0,1,0,0,0,'w/d hookups',carport,yes
1550,apartment,525,1,1,0,0,1,0,0,0,'laundry on site',unknown,yes
1450,flat,566,0,1,0,0,1,0,0,0,'no laundry on site','street parking',yes
1750,apartment,672,2,1,0,0,1,0,0,0,'laundry on site','off-street parking',yes
1450,apartment,460,0,1,0,0,1,0,0,0,'laundry on site','off-street parking',yes
1450,apartment,578,1,1,0,0,1,0,0,0,'laundry on site','off-street parking',yes
2400,house,897,2,2,0,0,1,0,0,0,unknown,'attached garage',yes
1595,apartment,520,1,1,0,0,1,0,0,0,'laundry on site','off-street parking',yes
1825,townhouse,756,2,1,0,0,1,0,0,0,'laundry on site',carport,yes
1395,flat,355,0,1,0,0,1,0,0,0,'no laundry on site','off-street parking',yes
3225,house,1749,3,2,0,0,1,0,0,0,'w/d hookups','attached garage',yes
1750,townhouse,912,2,1,0,0,1,0,0,0,'laundry on site',carport,yes
1595,apartment,440,1,1,0,0,1,0,0,0,'laundry on site',carport,yes
4875,house,4475,7,4,0,0,1,0,0,0,unknown,'attached garage',yes
2325,house,875,2,1,0,0,1,0,0,0,'w/d in unit','street parking',yes
1550,apartment,570,1,1,0,0,1,0,0,0,'laundry on site','off-street parking',yes
2175,townhouse,988,2,1.5,0,0,1,0,0,0,'laundry on site',carport,yes
3425,house,1816,3,2.5,0,0,1,0,0,0,'w/d in unit','attached garage',yes
1500,apartment,650,1,1,1,1,1,0,0,0,'laundry on site',unknown,yes
1875,apartment,721,2,1,0,0,1,0,0,0,'laundry on site',carport,yes
2250,townhouse,938,2,1.5,0,0,1,0,0,0,'laundry on site',carport,yes
1300,apartment,615,1,1,0,0,1,0,0,0,'laundry on site','off-street parking',yes
1675,apartment,639,1,1,0,0,1,0,0,0,'laundry on site',carport,yes
2000,house,740,2,1,1,1,1,0,0,0,unknown,unknown,yes
1750,apartment,776,2,1,0,0,1,0,0,0,'laundry on site',carport,yes
2100,house,1251,1,1,0,0,1,0,0,0,'w/d hookups',unknown,yes
4750,house,2168,4,2.5,0,0,1,0,0,0,'w/d in unit','detached garage',no
2450,duplex,1008,3,1.5,0,0,0,0,0,0,'w/d in unit',carport,yes
1437,apartment,550,1,1,1,1,1,0,0,0,'laundry on site',carport,yes
1000,house,473,1,1,1,1,1,0,0,0,'w/d in unit',carport,yes
1641,apartment,660,1,1,1,1,1,0,0,0,'w/d in unit',unknown,yes
1875,apartment,720,2,1,1,0,1,0,0,0,'laundry on site',carport,yes
3500,house,1337,3,1.5,0,0,1,0,0,0,'w/d hookups','attached garage',yes
640,apartment,785,2,1,0,1,1,0,0,0,unknown,unknown,yes
6500,house,5000,4,2.5,0,0,0,0,0,0,'w/d in unit','attached garage',no
1850,apartment,875,2,1,0,0,1,0,0,0,'laundry on site',unknown,yes
3420,apartment,915,2,2,1,1,0,1,0,0,'laundry in bldg','attached garage',yes
3500,condo,1700,3,3,0,0,0,0,0,0,'w/d in unit',carport,yes
1770,apartment,600,1,1,1,1,1,0,0,0,'laundry on site',carport,yes
2000,apartment,430,0,1,1,1,0,0,0,0,'laundry on site',carport,yes
1975,apartment,650,1,1,1,0,0,0,0,0,'laundry on site',unknown,yes
4007,apartment,575,0,1,1,1,0,0,0,0,'w/d in unit','attached garage',yes
3850,house,2975,4,2.5,0,0,0,0,0,0,'w/d in unit','attached garage',no
5150,apartment,960,2,2,1,1,0,1,1,0,'laundry in bldg','off-street parking',yes
2555,apartment,850,2,1,1,0,0,0,0,0,'laundry on site',unknown,yes
1585,apartment,600,1,1,1,1,1,0,0,0,'laundry on site',carport,yes
630,house,690,3,1,1,1,1,0,0,0,unknown,unknown,yes
3108,apartment,1051,2,2,1,1,0,0,0,0,'w/d in unit',carport,yes
1856,apartment,750,1,1,1,1,0,0,0,0,'w/d in unit',carport,yes
1817,apartment,760,2,1,1,1,1,0,0,0,'laundry on site',unknown,yes
1500,cottage/cabin,600,0,1,0,0,1,0,0,0,'laundry on site','off-street parking',yes
2265,apartment,450,1,1,1,1,1,0,0,0,'laundry on site',carport,yes
2800,house,800,2,1,0,0,0,0,0,1,'laundry on site','off-street parking',yes
2595,condo,1039,2,2,0,0,1,0,0,0,'w/d hookups',unknown,yes
2730,townhouse,930,2,1.5,0,0,1,0,0,0,'laundry on site',carport,yes
2235,apartment,800,2,1,1,1,1,0,0,0,'laundry on site',carport,yes
2200,duplex,862,2,1,0,0,0,0,0,0,'w/d in unit','street parking',yes
5400,house,1800,3,2,1,1,0,0,0,0,'w/d in unit','attached garage',yes
2322,apartment,1064,2,2,0,0,1,0,0,0,unknown,unknown,yes
2280,apartment,900,2,1,1,1,1,0,0,0,'laundry on site',carport,yes
1966,apartment,659,1,1,1,1,1,0,0,0,'laundry on site',carport,yes
2495,apartment,900,2,2,0,0,1,0,0,0,'laundry on site',carport,yes
2150,apartment,900,2,1,0,0,1,0,0,0,'laundry in bldg',carport,yes
2200,duplex,900,2,1,0,0,1,0,0,0,'laundry on site','off-street parking',yes
1950,apartment,750,2,1,0,0,0,0,0,0,'laundry on site',carport,yes
2290,apartment,1032,2,1,0,0,1,0,0,0,'laundry in bldg','off-street parking',yes
1990,apartment,840,2,2,0,0,1,0,0,0,'w/d in unit','detached garage',yes
2400,apartment,1472,4,3,0,0,1,0,0,0,'laundry on site','off-street parking',no
1500,apartment,250,0,1,0,0,1,0,0,0,'laundry on site','off-street parking',yes
2350,house,1500,3,2,0,0,0,0,0,0,'w/d hookups','attached garage',yes
2175,apartment,800,2,1,1,1,0,0,0,0,'w/d hookups','attached garage',yes
5500,flat,1065,3,2,0,0,1,0,0,0,'w/d in unit','off-street parking',yes
3995,house,1860,3,2.5,0,1,0,0,0,1,'w/d in unit','detached garage',yes
3843,house,1350,3,2,0,1,0,0,0,0,unknown,unknown,yes
5500,house,1500,4,2,0,1,0,0,0,1,'w/d in unit','street parking',no
8750,house,3000,5,4,0,0,0,0,0,0,'laundry in bldg','off-street parking',yes
1079,apartment,600,1,1,1,1,0,0,0,0,'laundry on site',carport,yes
4000,house,3160,4,3.5,1,1,0,0,0,1,'w/d in unit','detached garage',no
90,cottage/cabin,900,2,1,0,0,1,0,0,0,'laundry on site','off-street parking',yes
2695,apartment,1319,3,2,1,1,1,0,0,0,'w/d in unit',carport,yes
3500,house,2042,4,2.5,0,0,0,0,0,0,'laundry on site','attached garage',no
1970,condo,800,1,1,0,0,0,0,0,0,'w/d in unit',carport,yes
2000,duplex,900,2,1,1,1,0,0,0,1,'no laundry on site','street parking',yes
2450,apartment,500,0,1,1,1,0,0,0,0,'w/d in unit','off-street parking',yes
3200,house,1427,3,2.5,0,1,1,0,0,0,'w/d in unit','attached garage',yes
1429,apartment,650,1,1,1,1,1,0,0,0,'laundry on site',carport,yes
1600,apartment,700,1,1,0,0,0,0,0,0,'no laundry on site','street parking',yes
1950,apartment,610,1,1,1,0,1,0,0,0,'laundry in bldg',carport,yes
1850,condo,473,0,1,0,1,0,0,0,1,'w/d in unit',carport,yes
1635,apartment,750,1,1,1,1,0,0,0,0,'w/d in unit',carport,yes
2200,house,1387,3,2,0,0,1,0,0,0,unknown,unknown,yes
4150,house,3160,4,3.5,0,1,1,0,0,0,'w/d in unit','attached garage',no
1900,apartment,775,2,1,0,0,1,0,0,0,'laundry on site',carport,yes
1600,apartment,750,1,1,0,0,0,0,0,0,'laundry on site','off-street parking',yes
1470,apartment,650,1,1,1,1,1,0,0,0,'laundry on site',unknown,yes
1650,house,756,2,1,1,1,1,0,0,0,'w/d in unit',unknown,yes
4100,apartment,3160,4,3.5,0,1,1,0,0,0,'w/d in unit','attached garage',no
1541,apartment,755,1,1,1,1,1,0,0,0,'w/d in unit',carport,yes
2604,apartment,983,2,2,1,1,0,0,0,0,'w/d in unit',carport,yes
1831,apartment,743,1,1,1,1,1,1,1,0,'laundry on site',carport,yes
4000,house,3160,4,3.5,1,1,0,0,0,0,'w/d in unit','detached garage',no
1960,apartment,953,2,2,1,1,1,1,1,0,'laundry on site',carport,yes
1630,apartment,750,1,1,1,1,0,0,0,1,'w/d in unit',carport,yes
3600,house,1500,3,2,0,0,0,0,0,0,'w/d hookups','attached garage',yes
1459,apartment,550,1,1,1,1,1,0,0,0,'laundry on site',carport,yes
1917,apartment,875,2,1,1,1,1,0,0,0,'w/d in unit',unknown,yes
1527,apartment,400,0,1,1,1,1,0,0,0,'laundry on site',unknown,yes
2570,apartment,983,2,2,1,1,0,0,1,0,'w/d in unit',carport,yes
2700,house,770,2,1,0,1,1,0,0,0,'w/d in unit','off-street parking',yes
2471,apartment,667,1,1,1,1,0,0,1,0,'w/d in unit',carport,yes
1950,duplex,980,2,1,0,0,1,0,0,0,unknown,'attached garage',yes
2995,apartment,1501,3,2.5,0,0,1,0,0,0,unknown,'attached garage',yes
2750,apartment,1013,2,2,1,1,0,0,1,0,'w/d in unit',carport,yes
