@relation housing_train_cleaned-weka.filters.unsupervised.attribute.Remove-R3-13-weka.filters.unsupervised.attribute.Remove-V-R1-3

@attribute rent numeric
@attribute type {apartment,house,manufactured,townhouse,condo,duplex,flat,cottage/cabin,in-law,loft,land}
@attribute demand {yes,no,unknown}

@data
1275,townhouse,yes
1500,apartment,yes
1900,house,yes
1625,apartment,yes
1275,apartment,yes
1125,apartment,yes
1480,apartment,yes
1160,apartment,yes
1195,duplex,yes
1525,house,yes
1195,duplex,yes
2200,house,yes
1150,apartment,yes
995,duplex,yes
1800,apartment,yes
1750,house,yes
3000,townhouse,yes
1611,apartment,yes
2095,apartment,yes
1645,apartment,yes
4500,house,no
2025,apartment,yes
900,duplex,yes
2095,apartment,yes
1199,apartment,yes
2045,apartment,yes
1658,apartment,yes
1696,apartment,yes
1695,apartment,yes
1550,condo,yes
2045,apartment,yes
1200,house,yes
1275,house,yes
1665,apartment,yes
1550,house,yes
2300,house,yes
1369,apartment,yes
2800,house,yes
1950,house,yes
1495,house,yes
1250,apartment,yes
1450,apartment,yes
1125,apartment,yes
1628,apartment,yes
2000,house,yes
993,apartment,yes
1713,apartment,yes
1648,apartment,yes
1200,house,yes
1175,condo,yes
1320,apartment,yes
1620,apartment,yes
895,apartment,yes
1050,apartment,yes
1000,apartment,yes
2100,house,yes
1850,house,yes
1200,duplex,yes
2100,house,yes
1270,apartment,yes
1173,apartment,yes
3550,house,yes
1825,apartment,yes
950,apartment,yes
1945,apartment,yes
1945,apartment,yes
1500,apartment,yes
1733,apartment,yes
1592,apartment,yes
1070,apartment,yes
1600,apartment,yes
1420,apartment,yes
1690,apartment,yes
1900,apartment,yes
1709,apartment,yes
1600,apartment,yes
1450,apartment,yes
1600,house,yes
1950,house,no
1675,apartment,yes
3085,apartment,yes
1737,apartment,yes
2400,house,no
1650,house,yes
2200,house,no
2600,apartment,yes
1600,apartment,yes
1395,apartment,yes
2115,townhouse,yes
1890,apartment,yes
2000,house,yes
2550,house,yes
1700,house,yes
2050,house,yes
2500,house,yes
1728,apartment,yes
1724,apartment,yes
1850,apartment,yes
1450,apartment,yes
1250,apartment,yes
1539,apartment,yes
1150,apartment,yes
1750,apartment,yes
2025,apartment,yes
1850,apartment,yes
4000,house,yes
2770,townhouse,yes
1995,apartment,yes
1695,apartment,yes
2300,house,no
1270,apartment,yes
1694,apartment,yes
1000,apartment,yes
1200,duplex,yes
1295,apartment,yes
1495,apartment,yes
1895,apartment,yes
1620,apartment,yes
1620,apartment,yes
2500,house,no
1450,apartment,yes
2498,apartment,yes
1850,house,yes
1395,apartment,yes
1948,apartment,yes
1445,house,no
2309,apartment,yes
1985,apartment,yes
950,apartment,yes
2195,apartment,yes
1985,apartment,yes
875,apartment,yes
1565,apartment,yes
1595,house,yes
1595,house,yes
1052,apartment,yes
1620,apartment,yes
1325,apartment,yes
1825,apartment,yes
1400,apartment,yes
1656,apartment,yes
1571,apartment,yes
1835,apartment,yes
1900,house,no
1692,house,yes
1395,townhouse,yes
1400,apartment,yes
1410,apartment,yes
1220,apartment,yes
1266,apartment,yes
3100,house,no
2200,house,no
1425,apartment,yes
1890,apartment,yes
1646,apartment,yes
1250,house,yes
1600,house,yes
3200,apartment,yes
1470,apartment,yes
1050,house,yes
2595,apartment,yes
1665,apartment,yes
1295,condo,yes
1200,apartment,yes
1325,apartment,yes
1400,apartment,yes
1100,apartment,yes
2005,apartment,yes
650,house,yes
1220,apartment,yes
1050,house,yes
1525,apartment,yes
1350,apartment,yes
1200,duplex,yes
1690,duplex,yes
2470,apartment,yes
1480,apartment,yes
1700,house,no
1295,apartment,yes
1300,house,yes
2195,apartment,yes
1825,apartment,yes
1615,apartment,yes
1900,house,yes
1520,apartment,yes
1095,apartment,yes
1698,apartment,yes
1880,apartment,yes
1446,apartment,yes
1516,apartment,yes
1320,apartment,yes
3000,house,yes
1945,apartment,yes
1395,apartment,yes
1465,apartment,yes
1000,house,yes
1310,apartment,yes
1400,apartment,yes
1270,apartment,yes
1486,apartment,yes
2300,apartment,no
1025,apartment,yes
2700,apartment,yes
1620,apartment,yes
1595,apartment,yes
1595,apartment,yes
1195,apartment,yes
1845,apartment,yes
1495,townhouse,yes
3000,condo,yes
2150,house,no
2000,condo,yes
2200,house,yes
2500,house,yes
1400,apartment,yes
2000,townhouse,yes
895,apartment,yes
1150,condo,yes
1472,apartment,yes
1883,apartment,yes
1600,apartment,yes
1150,apartment,yes
1375,house,yes
2000,house,no
1375,house,yes
795,apartment,yes
1489,apartment,yes
1850,house,yes
1532,apartment,yes
1529,apartment,yes
172,apartment,yes
1325,apartment,yes
1395,apartment,yes
1600,house,yes
1743,apartment,yes
1320,apartment,yes
1525,apartment,yes
1450,house,yes
1700,house,no
2299,apartment,yes
1050,apartment,yes
0,apartment,yes
1400,apartment,yes
1450,townhouse,yes
1700,house,yes
3392,townhouse,yes
2300,house,no
2200,house,no
4350,house,no
1975,apartment,yes
1945,apartment,yes
1975,apartment,yes
2045,apartment,yes
1695,apartment,yes
1302,apartment,yes
2565,apartment,yes
1450,apartment,yes
2395,apartment,yes
1400,apartment,yes
3250,house,yes
1800,apartment,yes
1600,house,yes
1850,house,no
1500,house,yes
2375,apartment,yes
1700,house,yes
650,apartment,yes
1700,house,yes
1795,house,yes
1495,house,yes
1800,apartment,yes
1045,apartment,yes
2150,house,yes
3800,house,yes
2200,apartment,yes
1695,house,yes
1800,apartment,yes
1490,apartment,yes
1500,in-law,yes
1434,apartment,yes
1432,apartment,yes
1285,apartment,yes
1500,house,yes
1450,apartment,yes
1200,duplex,yes
1750,apartment,yes
2315,apartment,yes
2040,apartment,yes
1205,apartment,yes
1255,apartment,yes
1275,townhouse,yes
1270,apartment,yes
1110,apartment,yes
1669,apartment,yes
2150,house,yes
2450,apartment,yes
2250,apartment,yes
1298,apartment,yes
3069,apartment,yes
1175,apartment,yes
1150,apartment,yes
1570,apartment,yes
1320,apartment,yes
1125,apartment,yes
2293,apartment,yes
1795,apartment,yes
1564,apartment,yes
1620,apartment,yes
2200,house,no
2275,apartment,yes
3033,apartment,yes
1660,apartment,yes
1275,apartment,yes
1700,in-law,yes
710,condo,yes
2667,apartment,yes
3095,apartment,yes
2200,duplex,yes
2428,apartment,yes
1537,apartment,yes
1834,apartment,yes
2418,apartment,yes
2398,apartment,yes
2400,house,yes
1600,cottage/cabin,yes
2501,apartment,yes
2707,apartment,yes
1275,apartment,yes
2000,apartment,yes
2501,apartment,yes
1640,apartment,yes
1700,condo,yes
2433,apartment,yes
1980,apartment,yes
2730,apartment,yes
1395,in-law,yes
2418,apartment,yes
2760,apartment,yes
2637,apartment,yes
2250,apartment,yes
3150,house,yes
2652,apartment,yes
2735,apartment,yes
1550,apartment,yes
2612,apartment,yes
4200,condo,yes
2252,apartment,yes
8500,house,yes
2498,apartment,yes
1502,apartment,yes
2400,duplex,yes
2418,apartment,yes
2080,apartment,yes
1830,apartment,yes
2240,apartment,yes
2502,apartment,yes
2300,apartment,yes
1500,apartment,yes
1600,apartment,yes
1950,apartment,yes
2025,apartment,yes
1875,apartment,yes
2740,apartment,yes
1445,house,yes
3220,apartment,yes
2423,apartment,yes
1585,apartment,yes
3300,house,yes
1601,apartment,yes
4750,house,yes
2428,apartment,yes
2550,apartment,yes
2295,apartment,yes
2200,house,yes
2900,house,yes
2622,apartment,yes
2100,apartment,yes
2895,house,yes
2950,apartment,yes
3695,apartment,yes
2895,house,yes
2521,apartment,yes
1450,apartment,yes
2720,apartment,yes
1630,apartment,yes
1525,apartment,yes
1950,apartment,yes
2029,apartment,yes
2727,apartment,yes
1397,apartment,yes
2682,apartment,yes
1450,apartment,yes
1750,apartment,yes
2712,apartment,yes
2501,apartment,yes
1735,apartment,yes
1295,apartment,yes
3050,apartment,yes
2657,apartment,yes
1795,apartment,yes
3800,house,yes
1585,apartment,yes
1150,cottage/cabin,yes
1225,apartment,yes
3975,apartment,yes
3295,house,yes
4150,house,yes
1910,apartment,yes
2812,apartment,yes
2175,condo,yes
3250,house,yes
3250,house,yes
2500,house,yes
3500,apartment,yes
2910,apartment,yes
2426,apartment,yes
1700,apartment,yes
3000,house,yes
2500,house,yes
1750,in-law,yes
3200,apartment,yes
1770,apartment,yes
2100,apartment,yes
2500,house,no
1795,house,yes
1995,apartment,yes
2433,apartment,yes
3425,house,yes
3350,house,yes
4100,condo,yes
1750,apartment,yes
3100,apartment,yes
5300,house,no
1432,apartment,yes
2000,apartment,yes
1295,apartment,yes
3990,house,yes
2300,apartment,yes
1850,apartment,yes
1925,apartment,yes
3150,house,yes
1500,cottage/cabin,yes
2710,apartment,yes
2418,apartment,yes
1795,apartment,yes
530,house,yes
3200,house,yes
2000,apartment,yes
2450,house,yes
2074,apartment,yes
2426,apartment,yes
2725,apartment,yes
2899,apartment,yes
2295,apartment,yes
2423,apartment,yes
1200,in-law,yes
1917,apartment,yes
2500,house,yes
1650,in-law,yes
2767,apartment,yes
4595,house,yes
1300,apartment,yes
4595,house,yes
1450,apartment,yes
1285,apartment,yes
1966,apartment,yes
2015,apartment,yes
1417,apartment,yes
3700,house,yes
2295,duplex,yes
1995,duplex,yes
1695,apartment,yes
1350,apartment,yes
1450,apartment,yes
2850,house,yes
1610,apartment,yes
1560,apartment,yes
1600,cottage/cabin,yes
1525,apartment,yes
2775,apartment,yes
3295,house,yes
2745,townhouse,yes
2730,townhouse,yes
1750,apartment,yes
3375,house,yes
2395,cottage/cabin,yes
4695,house,yes
2885,apartment,yes
2375,house,yes
2495,house,yes
1650,apartment,yes
1550,apartment,yes
1450,flat,yes
1750,apartment,yes
1450,apartment,yes
1450,apartment,yes
2400,house,yes
1595,apartment,yes
1825,townhouse,yes
1395,flat,yes
3225,house,yes
1750,townhouse,yes
1595,apartment,yes
4875,house,yes
2325,house,yes
1550,apartment,yes
2175,townhouse,yes
3425,house,yes
1500,apartment,yes
1875,apartment,yes
2250,townhouse,yes
1300,apartment,yes
1675,apartment,yes
2000,house,yes
1750,apartment,yes
2100,house,yes
4750,house,no
2450,duplex,yes
1437,apartment,yes
1000,house,yes
1641,apartment,yes
1875,apartment,yes
3500,house,yes
640,apartment,yes
6500,house,no
1850,apartment,yes
3420,apartment,yes
3500,condo,yes
1770,apartment,yes
2000,apartment,yes
1975,apartment,yes
4007,apartment,yes
3850,house,no
5150,apartment,yes
2555,apartment,yes
1585,apartment,yes
630,house,yes
3108,apartment,yes
1856,apartment,yes
1817,apartment,yes
1500,cottage/cabin,yes
2265,apartment,yes
2800,house,yes
2595,condo,yes
2730,townhouse,yes
2235,apartment,yes
2200,duplex,yes
5400,house,yes
2322,apartment,yes
2280,apartment,yes
1966,apartment,yes
2495,apartment,yes
2150,apartment,yes
2200,duplex,yes
1950,apartment,yes
2290,apartment,yes
1990,apartment,yes
2400,apartment,no
1500,apartment,yes
2350,house,yes
2175,apartment,yes
5500,flat,yes
3995,house,yes
3843,house,yes
5500,house,no
8750,house,yes
1079,apartment,yes
4000,house,no
90,cottage/cabin,yes
2695,apartment,yes
3500,house,no
1970,condo,yes
2000,duplex,yes
2450,apartment,yes
3200,house,yes
1429,apartment,yes
1600,apartment,yes
1950,apartment,yes
1850,condo,yes
1635,apartment,yes
2200,house,yes
4150,house,no
1900,apartment,yes
1600,apartment,yes
1470,apartment,yes
1650,house,yes
4100,apartment,no
1541,apartment,yes
2604,apartment,yes
1831,apartment,yes
4000,house,no
1960,apartment,yes
1630,apartment,yes
3600,house,yes
1459,apartment,yes
1917,apartment,yes
1527,apartment,yes
2570,apartment,yes
2700,house,yes
2471,apartment,yes
1950,duplex,yes
2995,apartment,yes
2750,apartment,yes
2707,apartment,yes
2000,apartment,yes
2506,apartment,yes
4950,house,yes
2572,apartment,yes
1623,apartment,yes
2500,apartment,yes
2345,apartment,yes
2522,apartment,yes
2451,apartment,yes
1875,apartment,yes
3000,house,yes
2677,apartment,yes
1561,apartment,yes
1925,apartment,yes
3500,house,yes
3350,house,yes
2900,condo,yes
1663,apartment,yes
3950,house,yes
2695,house,yes
3000,house,yes
2800,manufactured,yes
3450,house,yes
3750,house,yes
919,house,yes
1625,apartment,yes
1645,apartment,yes
3500,house,yes
3000,cottage/cabin,yes
1250,apartment,yes
2280,apartment,yes
1615,apartment,yes
1675,apartment,yes
2300,condo,yes
1419,apartment,yes
1605,apartment,yes
2500,in-law,yes
2000,apartment,yes
2757,apartment,yes
1650,apartment,yes
3400,house,yes
1966,apartment,yes
1537,apartment,yes
1750,in-law,yes
1417,apartment,yes
6500,house,no
2600,condo,yes
2450,house,yes
2200,house,yes
2167,apartment,yes
1965,apartment,yes
3500,house,yes
1907,apartment,yes
1595,apartment,yes
1895,apartment,yes
1560,apartment,yes
3200,house,yes
1750,apartment,yes
2150,apartment,yes
2005,apartment,yes
1560,apartment,yes
3400,house,yes
1425,apartment,yes
2325,house,yes
1895,apartment,yes
4550,house,yes
1963,apartment,yes
2499,house,yes
1975,apartment,yes
2300,house,no
4525,house,yes
2837,apartment,yes
1900,apartment,yes
1893,apartment,yes
1274,apartment,yes
1350,cottage/cabin,yes
1700,apartment,yes
1581,apartment,yes
2500,house,yes
1650,apartment,yes
3100,townhouse,yes
2650,house,yes
1850,apartment,yes
1759,apartment,yes
1695,apartment,yes
1690,apartment,yes
1281,apartment,yes
1980,apartment,yes
2500,house,yes
1680,apartment,yes
900,apartment,yes
3022,apartment,yes
2750,house,yes
3050,duplex,yes
1995,apartment,yes
3500,house,yes
2700,apartment,yes
2950,apartment,yes
3050,duplex,yes
1975,apartment,yes
3050,duplex,yes
2428,apartment,yes
1735,apartment,yes
1940,apartment,yes
1425,apartment,yes
1800,loft,yes
1905,apartment,yes
2695,duplex,yes
4100,apartment,yes
1975,apartment,yes
1565,apartment,yes
5000,house,yes
1695,apartment,yes
1410,apartment,yes
2335,apartment,yes
1890,apartment,yes
1459,apartment,yes
1941,apartment,yes
2200,duplex,yes
2495,townhouse,yes
3050,duplex,yes
2695,townhouse,yes
4000,house,yes
2650,house,yes
1400,apartment,yes
1941,apartment,yes
1500,apartment,yes
2200,duplex,yes
1663,apartment,yes
1825,apartment,yes
1650,apartment,yes
2433,apartment,yes
1600,apartment,yes
2517,apartment,yes
1200,apartment,yes
1935,apartment,yes
2100,house,yes
4500,house,yes
2140,apartment,yes
1992,apartment,yes
1941,apartment,yes
2650,apartment,yes
2175,apartment,yes
1775,apartment,yes
1950,apartment,yes
2817,apartment,yes
2400,in-law,yes
12900,house,no
1205,house,yes
2030,apartment,yes
2050,apartment,yes
1550,cottage/cabin,yes
1558,apartment,yes
1600,apartment,yes
1969,apartment,yes
4100,house,yes
4500,house,yes
4600,house,yes
2927,apartment,yes
1880,apartment,yes
0,townhouse,yes
2200,apartment,yes
1249,apartment,yes
965,apartment,yes
2300,house,yes
1660,apartment,yes
1650,townhouse,yes
2500,apartment,yes
1495,apartment,yes
2000,loft,yes
1940,apartment,yes
1449,apartment,yes
1975,apartment,yes
1950,apartment,yes
1450,apartment,yes
1800,apartment,yes
1750,apartment,yes
1710,apartment,yes
1150,apartment,yes
1730,apartment,yes
1018,townhouse,yes
1400,condo,yes
2300,townhouse,yes
1435,apartment,yes
1479,apartment,yes
1425,apartment,yes
1800,apartment,yes
1799,townhouse,yes
1660,apartment,yes
1960,apartment,yes
1960,apartment,yes
1860,apartment,yes
1875,apartment,yes
1860,apartment,yes
1575,apartment,yes
1500,apartment,yes
1450,apartment,yes
1950,townhouse,yes
1425,apartment,yes
1187,apartment,yes
1149,apartment,yes
1449,apartment,yes
1800,apartment,yes
1675,apartment,yes
1600,apartment,yes
1325,apartment,yes
1900,apartment,yes
1860,apartment,yes
2025,loft,yes
1350,apartment,yes
1500,apartment,yes
1715,apartment,yes
1710,apartment,yes
1885,apartment,yes
2460,apartment,yes
1700,apartment,yes
1700,apartment,yes
1965,apartment,yes
2130,apartment,yes
1775,apartment,yes
1995,apartment,yes
1,apartment,yes
2650,apartment,yes
1699,apartment,yes
2475,apartment,yes
1950,apartment,yes
2200,apartment,yes
1650,house,yes
1400,apartment,yes
1525,apartment,yes
1450,apartment,yes
1890,apartment,yes
1800,apartment,yes
1725,apartment,yes
1300,apartment,yes
1900,apartment,yes
1625,apartment,yes
1940,apartment,yes
1595,apartment,yes
1950,apartment,yes
789,apartment,yes
2400,apartment,yes
1900,apartment,yes
1735,apartment,yes
1050,apartment,yes
1450,apartment,yes
1500,apartment,yes
2400,apartment,yes
900,apartment,yes
1225,apartment,yes
1425,apartment,yes
1729,apartment,yes
1650,apartment,yes
2460,apartment,yes
2415,apartment,yes
1920,apartment,yes
1400,apartment,yes
1500,apartment,yes
2100,apartment,yes
1675,apartment,yes
2380,apartment,yes
1679,apartment,yes
850,house,no
1679,apartment,yes
1799,apartment,yes
1760,apartment,yes
850,cottage/cabin,yes
1995,condo,yes
1215,condo,yes
1900,apartment,yes
1860,apartment,yes
2750,apartment,yes
2050,apartment,yes
2515,apartment,yes
1075,condo,yes
1730,apartment,yes
1600,apartment,yes
1550,townhouse,yes
1395,townhouse,yes
2150,apartment,yes
1675,apartment,yes
1525,apartment,yes
1790,apartment,yes
1900,apartment,yes
1740,apartment,yes
1940,apartment,yes
1017,townhouse,yes
1425,apartment,yes
1329,apartment,yes
2640,condo,yes
650,apartment,yes
2000,apartment,yes
1900,apartment,yes
895,apartment,yes
1500,cottage/cabin,yes
1650,apartment,yes
1875,apartment,yes
1750,apartment,yes
1980,apartment,yes
1650,apartment,yes
2285,apartment,yes
1860,apartment,yes
1800,townhouse,yes
2750,apartment,yes
1900,apartment,yes
2800,house,yes
1980,apartment,yes
1920,apartment,yes
1550,apartment,yes
1725,apartment,yes
1890,apartment,yes
1525,apartment,yes
1630,house,yes
1200,apartment,yes
1050,apartment,yes
1171,apartment,yes
2400,apartment,yes
1700,apartment,yes
1950,apartment,yes
1095,apartment,yes
1200,apartment,yes
1000,condo,yes
1675,apartment,yes
1625,apartment,yes
1200,condo,yes
975,apartment,yes
1400,apartment,yes
1300,apartment,yes
2050,apartment,yes
1400,apartment,yes
1600,duplex,yes
2605,apartment,yes
1050,apartment,yes
1450,duplex,no
1575,apartment,yes
1700,townhouse,yes
451,house,yes
1660,apartment,yes
1495,apartment,yes
1295,apartment,yes
1235,apartment,yes
809,condo,yes
2970,apartment,yes
1945,apartment,yes
975,apartment,yes
925,apartment,yes
1750,duplex,yes
900,apartment,yes
1650,duplex,yes
1550,apartment,yes
1375,apartment,yes
1800,apartment,yes
1900,apartment,yes
1039,condo,yes
2390,house,yes
1350,house,yes
1280,apartment,yes
1675,apartment,yes
1900,apartment,yes
1795,apartment,yes
1850,apartment,yes
820,condo,yes
1195,house,yes
1325,apartment,yes
1675,apartment,yes
1740,apartment,yes
1550,apartment,yes
250,apartment,yes
1550,townhouse,yes
1700,apartment,yes
2100,apartment,yes
1800,apartment,yes
1195,duplex,yes
1675,apartment,yes
2020,apartment,yes
2400,apartment,yes
1349,apartment,yes
1400,condo,yes
1975,apartment,yes
1625,apartment,yes
2350,condo,yes
1910,apartment,yes
1425,apartment,yes
1875,apartment,yes
1175,apartment,yes
1500,apartment,yes
2600,apartment,yes
1200,apartment,yes
1800,apartment,yes
1650,apartment,yes
2507,condo,yes
1363,condo,yes
1705,apartment,yes
1600,house,yes
1930,apartment,yes
1850,apartment,yes
1750,apartment,yes
775,condo,yes
1635,apartment,yes
3400,townhouse,yes
1650,apartment,yes
2000,house,yes
865,apartment,yes
1200,apartment,yes
1330,apartment,yes
979,apartment,no
700,apartment,yes
1100,apartment,no
2400,townhouse,yes
1000,house,yes
1550,apartment,yes
1945,apartment,yes
1600,apartment,yes
1600,apartment,yes
1400,condo,yes
2750,apartment,yes
1575,apartment,yes
400,condo,yes
1900,house,no
1635,apartment,yes
1600,house,yes
1550,condo,yes
1800,apartment,yes
1575,apartment,yes
1730,apartment,yes
1375,apartment,yes
1275,apartment,yes
975,apartment,yes
1625,apartment,yes
1400,apartment,yes
1725,apartment,yes
1850,apartment,no
1495,condo,yes
1625,apartment,yes
865,apartment,yes
1425,townhouse,yes
1900,house,yes
1150,house,yes
975,apartment,yes
672,apartment,yes
1060,apartment,yes
795,apartment,yes
1005,apartment,yes
815,apartment,yes
795,apartment,yes
970,apartment,yes
1165,apartment,yes
1160,apartment,yes
1275,apartment,yes
905,apartment,yes
1015,apartment,yes
835,apartment,yes
920,apartment,yes
945,apartment,yes
1750,apartment,yes
1700,apartment,yes
1155,apartment,yes
795,apartment,yes
650,apartment,yes
1220,apartment,yes
975,apartment,yes
1285,apartment,yes
900,apartment,yes
1325,apartment,yes
970,apartment,yes
695,apartment,yes
800,house,yes
1325,apartment,yes
750,apartment,yes
945,apartment,yes
890,apartment,yes
650,apartment,yes
1115,apartment,yes
1120,apartment,yes
705,apartment,yes
850,apartment,yes
1295,apartment,yes
895,apartment,yes
1130,apartment,yes
985,apartment,yes
1020,apartment,yes
940,apartment,yes
705,apartment,yes
1175,apartment,yes
940,apartment,yes
1050,apartment,yes
775,apartment,yes
1290,apartment,yes
1850,apartment,yes
970,apartment,yes
1185,condo,yes
650,apartment,yes
800,apartment,yes
668,apartment,yes
932,apartment,yes
495,duplex,yes
894,apartment,yes
1185,condo,no
1250,apartment,yes
1750,townhouse,yes
865,apartment,yes
1145,apartment,yes
805,apartment,yes
1029,apartment,yes
1025,apartment,yes
1175,apartment,yes
1005,apartment,yes
805,apartment,yes
1900,house,yes
850,apartment,yes
970,apartment,yes
1020,apartment,yes
1175,apartment,yes
1205,apartment,yes
945,apartment,yes
1052,apartment,no
1120,apartment,yes
1150,house,yes
1025,house,no
1000,condo,no
935,apartment,yes
1025,apartment,yes
922,apartment,yes
910,apartment,yes
725,apartment,yes
970,apartment,yes
633,apartment,yes
915,apartment,yes
1275,house,no
475,apartment,yes
595,apartment,yes
1680,house,no
905,apartment,yes
900,house,yes
600,apartment,yes
801,apartment,yes
610,apartment,yes
849,apartment,yes
955,apartment,yes
805,apartment,yes
960,apartment,yes
1050,apartment,yes
1250,house,yes
1800,apartment,yes
1160,apartment,yes
975,apartment,yes
1000,apartment,yes
811,apartment,yes
891,apartment,yes
1025,apartment,yes
650,apartment,yes
595,apartment,yes
1200,condo,yes
1025,house,no
955,apartment,yes
1190,house,no
720,apartment,yes
1275,house,yes
1015,apartment,yes
891,apartment,yes
1275,townhouse,yes
1100,apartment,yes
875,condo,yes
1265,apartment,no
1130,apartment,yes
951,apartment,yes
910,apartment,yes
1145,apartment,yes
1025,apartment,yes
1000,apartment,no
788,apartment,yes
749,apartment,yes
907,apartment,yes
985,apartment,yes
975,apartment,yes
1275,house,no
1130,apartment,yes
1200,apartment,yes
1200,apartment,yes
800,house,yes
1175,apartment,yes
946,apartment,yes
1190,apartment,yes
550,apartment,yes
585,apartment,yes
892,apartment,yes
1135,apartment,yes
1015,apartment,yes
825,apartment,yes
1050,duplex,yes
640,apartment,yes
986,apartment,yes
700,house,yes
1250,apartment,yes
425,apartment,yes
1000,apartment,yes
750,apartment,yes
770,apartment,yes
595,apartment,yes
820,apartment,yes
1225,apartment,yes
1135,apartment,yes
615,apartment,yes
800,apartment,yes
743,apartment,yes
740,apartment,yes
525,apartment,yes
1153,apartment,yes
660,apartment,yes
876,apartment,yes
625,apartment,yes
810,apartment,yes
800,apartment,yes
925,apartment,yes
920,apartment,yes
980,apartment,yes
1635,apartment,yes
1205,apartment,yes
590,apartment,yes
740,apartment,yes
1085,apartment,yes
735,apartment,yes
985,apartment,yes
1153,apartment,yes
890,apartment,yes
770,apartment,yes
805,apartment,yes
1725,apartment,no
595,apartment,yes
1020,apartment,yes
1235,apartment,yes
1180,apartment,yes
610,apartment,yes
585,apartment,yes
795,apartment,yes
1000,apartment,yes
870,apartment,yes
795,apartment,yes
525,apartment,yes
1055,apartment,yes
1100,apartment,yes
745,apartment,yes
795,apartment,yes
560,apartment,yes
540,apartment,yes
1195,apartment,yes
575,apartment,yes
795,apartment,yes
585,apartment,yes
990,apartment,yes
1200,apartment,yes
675,apartment,yes
810,apartment,yes
805,apartment,yes
650,apartment,yes
735,apartment,yes
810,apartment,yes
1000,apartment,yes
995,townhouse,yes
1195,townhouse,yes
800,apartment,yes
665,apartment,yes
910,apartment,yes
1210,apartment,yes
765,apartment,yes
1130,apartment,yes
615,apartment,yes
1,apartment,yes
750,apartment,yes
915,apartment,yes
1050,apartment,yes
1600,townhouse,no
950,house,yes
995,apartment,yes
575,apartment,yes
495,apartment,yes
595,apartment,yes
647,apartment,yes
745,apartment,yes
1025,apartment,yes
1185,apartment,yes
1080,apartment,yes
855,apartment,yes
745,apartment,yes
880,apartment,yes
795,apartment,yes
620,apartment,yes
650,apartment,yes
860,apartment,yes
795,apartment,yes
745,apartment,yes
760,apartment,yes
900,duplex,yes
1600,townhouse,yes
850,apartment,yes
915,apartment,yes
550,apartment,yes
970,townhouse,yes
515,house,yes
851,apartment,yes
730,apartment,yes
910,apartment,yes
940,apartment,yes
920,apartment,yes
595,apartment,yes
1115,apartment,yes
1030,apartment,yes
980,apartment,yes
710,apartment,yes
845,apartment,yes
650,apartment,yes
1075,house,yes
1650,townhouse,yes
874,apartment,yes
500,apartment,yes
645,apartment,yes
1035,apartment,yes
925,apartment,yes
679,apartment,yes
1512,apartment,yes
920,apartment,yes
1153,apartment,yes
715,manufactured,yes
800,house,yes
876,apartment,yes
400,apartment,yes
585,apartment,yes
595,apartment,yes
795,apartment,yes
948,apartment,yes
640,apartment,yes
925,apartment,yes
1025,apartment,yes
550,apartment,yes
1550,apartment,yes
495,apartment,yes
1250,apartment,yes
865,apartment,yes
820,apartment,yes
625,apartment,yes
544,apartment,yes
595,apartment,yes
950,house,yes
1122,apartment,yes
614,apartment,yes
1050,apartment,yes
900,duplex,yes
495,apartment,yes
779,apartment,yes
1020,apartment,yes
1110,apartment,yes
1025,apartment,yes
1850,apartment,no
1075,apartment,yes
1039,apartment,yes
799,apartment,yes
1030,apartment,yes
1160,apartment,yes
743,apartment,yes
660,apartment,yes
595,apartment,yes
546,house,yes
375,apartment,yes
575,apartment,yes
749,apartment,yes
600,apartment,yes
689,apartment,yes
1040,apartment,yes
1150,apartment,yes
700,house,yes
1150,apartment,yes
495,apartment,yes
540,apartment,yes
545,apartment,yes
975,manufactured,yes
499,apartment,yes
515,apartment,yes
630,apartment,yes
600,apartment,yes
575,apartment,yes
795,apartment,yes
575,apartment,yes
1600,house,no
1110,apartment,yes
1265,apartment,yes
650,apartment,yes
500,apartment,yes
850,house,yes
715,apartment,yes
475,apartment,yes
1725,apartment,yes
1003,apartment,yes
675,apartment,yes
500,apartment,yes
500,apartment,yes
1175,apartment,yes
1,apartment,yes
850,house,yes
1082,apartment,yes
625,apartment,yes
975,manufactured,yes
475,apartment,yes
1010,apartment,yes
1415,apartment,yes
975,apartment,yes
565,apartment,yes
595,apartment,yes
856,apartment,yes
475,apartment,yes
540,duplex,yes
639,apartment,yes
610,apartment,yes
625,apartment,yes
999,manufactured,yes
990,townhouse,yes
875,townhouse,yes
514,house,yes
750,duplex,yes
750,apartment,yes
650,apartment,yes
720,manufactured,yes
1200,house,yes
750,apartment,yes
685,apartment,yes
675,apartment,yes
675,apartment,yes
595,apartment,yes
645,apartment,yes
1070,manufactured,yes
1095,manufactured,yes
950,house,yes
525,apartment,yes
780,apartment,yes
970,apartment,yes
699,apartment,yes
800,house,yes
995,house,yes
625,house,yes
892,apartment,yes
1075,apartment,yes
595,apartment,yes
960,apartment,yes
1265,apartment,no
595,apartment,yes
915,apartment,yes
695,house,yes
650,duplex,yes
735,apartment,yes
970,apartment,yes
1445,house,yes
1900,house,yes
915,apartment,yes
400,apartment,yes
985,apartment,yes
700,apartment,yes
975,apartment,yes
945,apartment,yes
2100,house,yes
500,house,yes
1450,house,yes
900,apartment,yes
