@relation housing_train_cleaned-weka.filters.unsupervised.attribute.Remove-R3-13-weka.filters.unsupervised.attribute.Remove-V-R1-3

@attribute rent numeric
@attribute type {apartment,house,manufactured,townhouse,condo,duplex,flat,cottage/cabin,in-law,loft,land}
@attribute demand {yes,no,unknown}

@data
1127,house,yes
1699,apartment,yes
1675,house,yes
1850,apartment,yes
798,apartment,yes
1699,apartment,yes
1080,apartment,yes
699,apartment,yes
1300,house,yes
1415,apartment,yes
1540,apartment,yes
1335,apartment,yes
1800,house,yes
2000,condo,yes
1435,apartment,yes
719,apartment,yes
850,apartment,yes
450,apartment,yes
900,house,yes
1125,apartment,yes
1599,apartment,yes
789,cottage/cabin,yes
820,condo,yes
690,condo,yes
715,apartment,yes
1200,townhouse,yes
1600,house,yes
1156,cottage/cabin,yes
1550,duplex,yes
1525,apartment,yes
1390,apartment,yes
1430,apartment,yes
1950,house,yes
1329,apartment,yes
930,apartment,no
1080,apartment,yes
935,apartment,yes
975,house,yes
1799,apartment,yes
885,apartment,yes
1340,apartment,yes
1025,apartment,yes
1075,duplex,yes
1200,apartment,yes
1049,apartment,yes
1155,apartment,yes
1390,house,yes
805,apartment,yes
1350,apartment,yes
819,townhouse,no
940,apartment,yes
975,apartment,yes
975,apartment,yes
1499,apartment,yes
3200,house,yes
1350,townhouse,yes
450,apartment,yes
1640,apartment,yes
1550,apartment,yes
1325,apartment,yes
1300,manufactured,yes
1175,apartment,yes
1447,apartment,yes
1200,apartment,yes
1495,condo,yes
869,apartment,yes
2200,duplex,yes
1508,apartment,yes
1207,apartment,yes
900,house,yes
400,manufactured,yes
1175,apartment,yes
775,apartment,yes
915,apartment,yes
1100,apartment,yes
1200,apartment,yes
2200,townhouse,yes
950,house,yes
805,townhouse,yes
1360,apartment,yes
1390,apartment,yes
1750,townhouse,yes
1200,apartment,yes
995,apartment,yes
800,apartment,yes
1237,apartment,yes
827,house,yes
1900,house,no
900,apartment,yes
1350,cottage/cabin,yes
700,apartment,yes
2600,manufactured,no
465,apartment,yes
1400,apartment,yes
1060,apartment,yes
1200,apartment,yes
1199,apartment,yes
1452,apartment,yes
1425,apartment,yes
1599,apartment,yes
1299,apartment,yes
695,cottage/cabin,yes
999,apartment,yes
1250,house,no
1199,apartment,yes
1500,apartment,yes
1340,apartment,yes
1254,apartment,yes
1190,townhouse,yes
2100,townhouse,yes
1425,apartment,yes
1875,apartment,yes
1085,apartment,yes
1235,apartment,yes
1550,apartment,yes
1175,apartment,yes
1760,apartment,yes
1250,apartment,yes
1575,apartment,yes
1999,house,yes
940,apartment,yes
550,apartment,yes
1483,apartment,yes
1375,apartment,yes
2950,house,no
1500,manufactured,yes
1610,apartment,yes
1400,townhouse,yes
1115,apartment,yes
1310,apartment,yes
1350,house,yes
1000,house,yes
1250,condo,yes
1625,apartment,yes
1050,apartment,yes
880,apartment,yes
870,apartment,yes
1025,apartment,yes
0,townhouse,yes
780,apartment,yes
712,apartment,yes
1300,condo,yes
1550,house,yes
950,apartment,yes
2500,house,yes
790,apartment,yes
919,apartment,yes
899,apartment,yes
815,apartment,yes
610,house,yes
805,apartment,yes
815,apartment,yes
1314,apartment,yes
1075,apartment,yes
700,apartment,yes
999,apartment,yes
989,apartment,yes
919,apartment,yes
705,apartment,yes
835,apartment,yes
989,apartment,yes
725,apartment,yes
989,apartment,yes
1025,apartment,yes
815,apartment,yes
700,apartment,yes
680,apartment,yes
1300,apartment,yes
705,apartment,yes
620,house,yes
919,apartment,yes
1700,house,yes
2800,condo,yes
2000,condo,yes
250,condo,yes
2000,condo,yes
3000,condo,yes
950,house,yes
2700,house,no
1600,house,yes
1525,house,yes
2400,house,yes
840,apartment,yes
698,apartment,yes
710,apartment,yes
695,apartment,yes
899,apartment,yes
805,apartment,yes
0,apartment,yes
575,apartment,yes
725,apartment,yes
880,apartment,yes
1276,apartment,yes
1040,apartment,yes
800,manufactured,yes
800,apartment,yes
630,house,yes
950,condo,yes
850,house,yes
1250,house,yes
835,apartment,yes
880,apartment,yes
630,house,yes
880,apartment,yes
1145,apartment,yes
880,apartment,yes
780,apartment,yes
1300,house,yes
600,house,yes
1095,apartment,yes
650,house,yes
1950,house,yes
1000,house,yes
530,house,yes
1000,manufactured,no
1900,house,no
780,apartment,yes
520,house,yes
1195,condo,yes
780,apartment,yes
650,apartment,yes
1160,house,yes
560,apartment,yes
475,apartment,yes
1500,house,yes
897,apartment,yes
880,apartment,yes
805,townhouse,yes
815,apartment,yes
1500,manufactured,yes
880,apartment,yes
1200,apartment,yes
716,apartment,yes
925,townhouse,yes
560,house,yes
1620,apartment,yes
1900,apartment,yes
545,apartment,yes
1275,house,yes
595,apartment,yes
712,apartment,yes
712,apartment,yes
1514,apartment,yes
790,apartment,yes
1800,house,no
1200,house,yes
595,apartment,yes
1600,house,yes
790,apartment,yes
899,apartment,yes
899,apartment,yes
1300,house,yes
870,apartment,yes
0,townhouse,yes
910,apartment,yes
1100,apartment,yes
742,apartment,yes
750,manufactured,yes
1600,manufactured,yes
2200,condo,no
560,house,yes
712,apartment,yes
1250,apartment,yes
900,apartment,yes
899,apartment,yes
919,apartment,yes
688,apartment,yes
1055,apartment,yes
925,apartment,yes
745,apartment,yes
1350,duplex,yes
1500,house,yes
788,apartment,yes
781,apartment,yes
910,apartment,yes
688,apartment,yes
685,apartment,yes
1275,condo,yes
788,apartment,yes
1292,apartment,yes
1000,house,yes
269,apartment,yes
1563,apartment,yes
1250,apartment,yes
1500,house,no
1528,apartment,yes
209,apartment,yes
920,apartment,yes
875,apartment,yes
795,apartment,yes
695,apartment,yes
975,apartment,yes
1115,apartment,yes
1192,apartment,yes
870,apartment,yes
875,apartment,yes
913,apartment,yes
1450,apartment,yes
1295,apartment,yes
975,apartment,yes
1297,apartment,yes
1232,apartment,yes
1550,condo,yes
1099,apartment,yes
725,apartment,yes
268,apartment,yes
1070,apartment,yes
1200,apartment,yes
1175,apartment,yes
1495,apartment,yes
750,house,yes
679,apartment,yes
1469,apartment,yes
750,house,yes
1192,apartment,yes
1073,apartment,yes
1400,condo,yes
1130,apartment,yes
1271,apartment,yes
1075,apartment,yes
1116,apartment,yes
268,apartment,yes
1152,apartment,yes
1400,townhouse,yes
1595,apartment,yes
1375,house,no
1350,house,no
1350,house,yes
1425,townhouse,yes
1350,house,yes
1375,house,no
1395,house,yes
1395,house,no
1453,apartment,yes
1395,house,no
1025,apartment,yes
1107,apartment,yes
699,apartment,yes
1395,house,yes
1400,house,no
1245,house,yes
1250,house,yes
1326,apartment,yes
1255,apartment,yes
1480,apartment,yes
1290,house,no
1300,house,yes
1345,house,yes
825,apartment,yes
1300,townhouse,yes
864,apartment,yes
1375,house,no
1395,house,no
1395,house,yes
1000,apartment,yes
2049,house,no
1675,house,no
1019,apartment,yes
1200,apartment,yes
1045,apartment,yes
1155,apartment,yes
5000,apartment,yes
1106,apartment,yes
1031,apartment,yes
1650,house,yes
1301,apartment,yes
920,apartment,yes
920,apartment,yes
1365,apartment,yes
1035,apartment,yes
999,house,yes
625,apartment,yes
1189,apartment,yes
1170,apartment,yes
1192,apartment,yes
1000,house,yes
800,apartment,yes
1297,apartment,yes
950,apartment,no
209,apartment,yes
1314,apartment,yes
1650,house,yes
1312,apartment,yes
929,apartment,yes
850,house,yes
1513,apartment,yes
1650,house,no
886,apartment,yes
866,apartment,yes
1250,house,yes
773,apartment,yes
699,house,yes
1450,house,yes
1295,house,yes
1095,house,yes
1050,apartment,yes
1350,house,yes
1250,house,yes
1350,house,no
1248,apartment,yes
1314,apartment,yes
1125,condo,yes
1510,apartment,yes
1499,house,yes
1185,apartment,yes
1190,condo,no
1150,condo,no
899,condo,yes
1515,apartment,yes
1275,apartment,yes
1353,apartment,yes
941,apartment,yes
1131,apartment,yes
1200,townhouse,yes
1300,condo,yes
1109,apartment,yes
1833,apartment,yes
1050,apartment,yes
1381,apartment,yes
799,apartment,yes
926,apartment,yes
860,apartment,yes
1235,apartment,yes
3416,apartment,yes
736,apartment,yes
924,apartment,yes
1048,apartment,yes
925,apartment,yes
1605,apartment,yes
1235,apartment,no
900,condo,no
647,apartment,yes
1850,apartment,yes
1205,apartment,yes
1555,apartment,yes
1585,apartment,yes
1346,apartment,yes
1175,apartment,yes
1499,apartment,yes
1050,apartment,yes
0,apartment,yes
1070,apartment,yes
1344,apartment,yes
1520,apartment,yes
1200,apartment,yes
0,apartment,yes
1171,apartment,yes
1650,apartment,yes
1180,apartment,yes
1325,townhouse,yes
1095,apartment,yes
1200,apartment,yes
1275,apartment,yes
800,apartment,yes
973,apartment,yes
1209,apartment,yes
1199,apartment,yes
1337,apartment,yes
1095,apartment,yes
0,apartment,yes
1190,apartment,yes
1220,apartment,yes
1199,apartment,yes
1438,apartment,yes
1190,apartment,yes
1250,house,yes
1305,apartment,yes
1146,apartment,yes
955,apartment,yes
1030,apartment,yes
2036,apartment,yes
1400,apartment,yes
1403,apartment,yes
1441,apartment,yes
1085,apartment,yes
1160,apartment,yes
912,apartment,yes
795,apartment,yes
685,apartment,yes
1520,apartment,yes
1301,apartment,yes
1425,apartment,yes
1535,apartment,yes
1677,apartment,yes
785,apartment,yes
1212,apartment,yes
975,apartment,yes
536,house,yes
0,apartment,yes
1423,apartment,yes
1095,apartment,yes
1773,apartment,yes
1389,apartment,yes
1330,apartment,yes
1105,apartment,yes
1400,apartment,yes
1648,apartment,yes
1525,condo,yes
1130,apartment,yes
1035,apartment,yes
1183,apartment,yes
1089,apartment,yes
845,apartment,yes
1105,apartment,yes
219,apartment,yes
845,apartment,yes
1431,apartment,yes
700,house,yes
749,apartment,yes
792,apartment,yes
1246,apartment,yes
1445,townhouse,yes
665,apartment,yes
981,apartment,yes
706,apartment,yes
850,apartment,yes
955,apartment,yes
845,apartment,yes
1205,apartment,yes
979,apartment,yes
1340,apartment,yes
1301,apartment,yes
1451,apartment,yes
856,apartment,yes
733,apartment,yes
1250,apartment,yes
1084,apartment,yes
1605,apartment,yes
1411,apartment,yes
1278,apartment,yes
1735,townhouse,yes
1900,apartment,yes
1325,apartment,yes
940,apartment,yes
849,apartment,yes
1074,apartment,yes
1540,apartment,yes
1204,apartment,yes
1192,apartment,yes
1005,apartment,yes
1052,apartment,yes
1100,apartment,yes
1262,apartment,yes
1140,apartment,yes
1485,apartment,yes
1065,apartment,yes
830,apartment,yes
1510,apartment,yes
1178,apartment,yes
920,apartment,yes
1765,townhouse,yes
850,apartment,yes
1150,apartment,yes
1000,house,yes
875,apartment,yes
1396,apartment,yes
1019,apartment,yes
1145,apartment,yes
1403,apartment,yes
994,apartment,yes
800,townhouse,yes
1150,apartment,yes
1678,apartment,yes
1169,apartment,yes
1250,apartment,yes
1790,townhouse,yes
1092,apartment,yes
905,apartment,yes
1204,apartment,yes
2750,apartment,yes
1285,apartment,yes
985,apartment,yes
1459,apartment,yes
1125,condo,no
1034,apartment,yes
1425,apartment,yes
1,apartment,yes
1355,apartment,yes
1575,house,yes
1299,apartment,yes
1140,apartment,yes
1150,apartment,yes
1453,apartment,yes
1157,apartment,yes
1050,apartment,yes
1067,apartment,yes
1054,apartment,yes
951,apartment,yes
1085,apartment,yes
1227,apartment,yes
1049,apartment,yes
1385,apartment,yes
1475,apartment,yes
960,apartment,yes
1085,apartment,yes
1000,apartment,yes
1085,apartment,yes
1325,apartment,yes
1720,townhouse,yes
1000,apartment,yes
1010,apartment,yes
1370,apartment,yes
979,apartment,yes
1055,apartment,yes
1282,apartment,yes
870,apartment,yes
1059,apartment,yes
1305,apartment,yes
1255,apartment,yes
790,apartment,yes
825,apartment,yes
1139,apartment,yes
1380,apartment,yes
900,condo,yes
1227,apartment,yes
1276,apartment,yes
899,apartment,yes
1353,apartment,yes
1225,apartment,yes
1155,apartment,yes
1115,apartment,yes
1089,apartment,yes
1699,apartment,yes
1035,apartment,yes
1150,apartment,yes
1226,apartment,yes
1441,apartment,yes
905,apartment,yes
1065,apartment,yes
1599,apartment,yes
1049,apartment,yes
1438,apartment,yes
1275,apartment,yes
1040,apartment,yes
1310,apartment,yes
1535,apartment,yes
1333,apartment,yes
1270,apartment,yes
0,apartment,yes
1339,apartment,yes
2995,apartment,yes
2320,apartment,yes
1335,apartment,yes
1581,duplex,yes
1359,apartment,yes
1340,apartment,yes
917,apartment,yes
933,apartment,yes
1299,house,yes
1384,apartment,yes
1605,apartment,yes
1308,apartment,yes
1160,apartment,yes
1043,apartment,yes
915,apartment,yes
1334,apartment,yes
1176,apartment,yes
1230,apartment,yes
1200,apartment,yes
1295,apartment,yes
1320,apartment,yes
1347,apartment,yes
790,apartment,yes
1658,apartment,yes
804,apartment,yes
1264,apartment,yes
1180,apartment,yes
1605,apartment,yes
1598,apartment,yes
1369,apartment,yes
1050,apartment,yes
1370,apartment,yes
1374,apartment,yes
1250,apartment,yes
1359,apartment,yes
1400,apartment,yes
990,apartment,yes
1095,apartment,yes
1555,apartment,yes
1025,apartment,yes
1018,apartment,yes
850,apartment,yes
1107,apartment,yes
875,apartment,yes
1534,apartment,yes
2200,apartment,yes
1329,apartment,yes
1309,apartment,yes
1290,apartment,yes
1098,apartment,yes
1065,apartment,yes
1381,apartment,yes
268,apartment,yes
1233,apartment,yes
1130,apartment,yes
1111,apartment,yes
1103,apartment,yes
1196,apartment,yes
775,apartment,yes
1304,apartment,yes
1893,apartment,yes
1390,apartment,yes
1004,apartment,yes
1190,apartment,yes
1372,apartment,yes
1300,apartment,yes
1533,apartment,yes
1290,apartment,yes
1315,apartment,yes
1994,apartment,yes
1381,apartment,yes
1358,apartment,yes
1102,apartment,yes
1688,apartment,yes
1437,apartment,yes
1242,apartment,yes
1130,apartment,yes
1308,apartment,yes
1345,apartment,yes
542,house,yes
1092,apartment,yes
915,apartment,yes
1214,apartment,yes
2450,apartment,yes
925,apartment,yes
2195,apartment,yes
647,apartment,yes
1589,apartment,yes
2222,apartment,yes
802,apartment,yes
1043,apartment,yes
1744,apartment,yes
830,apartment,yes
1950,townhouse,yes
1225,apartment,yes
1245,apartment,yes
1205,apartment,yes
975,apartment,yes
1815,apartment,yes
1490,apartment,yes
1200,apartment,yes
1131,apartment,yes
1530,apartment,yes
885,apartment,yes
1229,apartment,yes
1050,house,yes
1025,condo,yes
855,apartment,yes
1450,apartment,yes
905,apartment,yes
1510,apartment,yes
1357,apartment,yes
1625,apartment,yes
1677,apartment,yes
1579,apartment,yes
1215,apartment,yes
1180,apartment,yes
1065,apartment,yes
1250,apartment,yes
1120,apartment,yes
985,apartment,yes
2110,apartment,yes
1485,apartment,yes
1981,apartment,yes
1054,apartment,yes
1050,apartment,yes
1444,apartment,yes
1268,apartment,yes
920,apartment,yes
1500,apartment,yes
1465,apartment,yes
925,apartment,yes
1441,townhouse,yes
1285,apartment,yes
1388,apartment,yes
1475,apartment,yes
2571,apartment,yes
1163,apartment,yes
1699,apartment,yes
1530,apartment,yes
2345,apartment,yes
1355,apartment,yes
915,apartment,yes
1085,apartment,yes
1810,apartment,yes
1655,apartment,yes
2288,apartment,yes
1184,apartment,yes
1050,apartment,yes
1405,apartment,yes
1190,manufactured,yes
1780,apartment,yes
1330,apartment,yes
1260,apartment,yes
1310,apartment,yes
1599,apartment,yes
905,apartment,yes
1310,apartment,yes
1065,apartment,yes
1792,apartment,yes
1240,apartment,yes
980,apartment,yes
2890,townhouse,yes
1000,apartment,yes
1204,apartment,yes
1169,apartment,yes
1630,apartment,yes
1349,apartment,yes
1237,apartment,yes
1050,apartment,yes
1250,apartment,yes
1400,house,yes
935,apartment,yes
1425,house,yes
925,apartment,yes
1335,apartment,yes
904,apartment,yes
1262,apartment,yes
1089,apartment,yes
1050,apartment,yes
1085,apartment,yes
1120,apartment,yes
1022,apartment,yes
1195,apartment,yes
940,apartment,yes
1140,apartment,yes
1377,apartment,yes
1293,apartment,yes
1185,apartment,yes
1488,apartment,yes
1588,apartment,yes
1205,apartment,yes
1075,apartment,yes
2657,apartment,yes
1391,apartment,yes
1175,apartment,yes
1200,apartment,yes
1128,apartment,yes
1270,apartment,yes
1160,apartment,yes
1330,apartment,yes
899,apartment,yes
875,apartment,yes
1035,apartment,yes
975,apartment,yes
278,apartment,yes
1385,apartment,yes
925,duplex,yes
269,apartment,yes
1067,apartment,yes
1181,apartment,yes
1200,apartment,yes
945,apartment,yes
899,apartment,yes
1287,apartment,yes
1195,apartment,yes
1150,apartment,no
900,apartment,yes
980,apartment,yes
900,apartment,yes
1035,apartment,yes
792,apartment,yes
750,cottage/cabin,yes
650,manufactured,yes
950,apartment,yes
1127,apartment,yes
725,apartment,yes
999,apartment,yes
1025,apartment,yes
840,apartment,yes
1301,apartment,yes
1350,house,yes
1094,apartment,yes
1411,apartment,yes
1545,apartment,yes
1327,apartment,yes
1325,townhouse,yes
846,apartment,yes
1344,apartment,yes
1035,apartment,yes
1400,apartment,yes
1,apartment,yes
900,apartment,yes
1418,apartment,yes
1249,apartment,yes
1155,apartment,yes
1125,townhouse,no
1645,townhouse,yes
1015,apartment,yes
845,apartment,yes
1785,apartment,yes
849,apartment,yes
1254,apartment,yes
1122,apartment,yes
1120,apartment,yes
1620,townhouse,yes
1372,apartment,yes
1050,apartment,yes
1230,apartment,yes
800,house,yes
915,apartment,yes
1000,apartment,yes
955,apartment,yes
1305,apartment,yes
1395,house,no
1375,apartment,yes
0,apartment,yes
1062,apartment,yes
740,apartment,yes
1090,apartment,yes
1500,apartment,yes
890,apartment,yes
1503,apartment,yes
850,apartment,yes
1280,apartment,yes
920,apartment,yes
1000,apartment,yes
1525,apartment,yes
1354,apartment,yes
1213,house,yes
1320,apartment,yes
494,apartment,yes
1030,apartment,yes
920,apartment,yes
920,apartment,yes
1240,apartment,yes
1348,apartment,yes
760,apartment,yes
1215,apartment,yes
1255,apartment,yes
1040,apartment,yes
1584,apartment,yes
1405,apartment,yes
1249,apartment,yes
1137,apartment,yes
1166,apartment,yes
1141,apartment,yes
1070,apartment,yes
880,apartment,yes
899,condo,yes
1318,apartment,yes
795,apartment,yes
1055,apartment,yes
1175,apartment,yes
1095,apartment,yes
2610,apartment,yes
1403,apartment,yes
720,apartment,yes
1287,apartment,yes
219,apartment,yes
1343,apartment,yes
1159,apartment,yes
1300,apartment,yes
725,apartment,yes
0,apartment,yes
1090,apartment,yes
1019,apartment,yes
1106,apartment,yes
1259,apartment,yes
1400,apartment,yes
1145,apartment,yes
600,house,yes
1330,apartment,yes
754,house,no
1451,apartment,yes
1000,apartment,yes
1195,townhouse,yes
1072,apartment,yes
825,apartment,yes
1450,house,yes
1020,apartment,yes
1266,apartment,yes
919,apartment,yes
1025,apartment,yes
763,house,no
1615,apartment,yes
1144,apartment,yes
1259,apartment,yes
1190,apartment,yes
940,apartment,yes
1100,apartment,yes
960,apartment,yes
1550,apartment,yes
1780,apartment,yes
1130,apartment,yes
1505,apartment,yes
1670,apartment,no
1263,apartment,yes
1095,house,yes
1170,apartment,yes
1400,apartment,yes
1005,apartment,yes
1062,apartment,yes
1430,apartment,yes
1370,apartment,yes
1192,apartment,yes
1610,apartment,yes
1030,apartment,yes
923,apartment,yes
975,apartment,yes
1299,apartment,yes
1775,apartment,yes
1150,apartment,yes
1199,apartment,yes
1135,apartment,yes
947,apartment,yes
1200,apartment,yes
1144,apartment,yes
905,apartment,yes
1232,apartment,yes
1465,apartment,yes
1685,apartment,yes
1220,apartment,yes
1385,apartment,yes
1325,apartment,yes
1589,apartment,yes
1375,apartment,yes
950,manufactured,yes
1405,apartment,yes
1295,apartment,yes
1000,house,no
1375,townhouse,yes
1510,apartment,yes
845,apartment,yes
1880,apartment,yes
1351,townhouse,yes
1070,apartment,yes
1180,apartment,yes
1095,apartment,yes
1417,apartment,yes
1190,apartment,yes
1138,apartment,yes
1251,apartment,yes
914,apartment,yes
1375,apartment,yes
1080,apartment,yes
1467,apartment,yes
1135,apartment,yes
979,apartment,yes
1124,apartment,yes
1725,house,yes
1172,apartment,yes
885,apartment,yes
1625,apartment,yes
989,apartment,yes
1460,apartment,yes
1589,apartment,yes
1330,apartment,yes
1270,apartment,yes
1360,apartment,yes
1200,condo,yes
1140,apartment,yes
1088,apartment,yes
865,apartment,yes
5500,house,yes
1198,apartment,yes
925,apartment,yes
1068,apartment,yes
1459,apartment,yes
1400,townhouse,yes
1079,apartment,yes
1000,house,yes
1350,apartment,yes
1270,apartment,yes
1070,apartment,yes
1062,apartment,yes
1025,condo,yes
1673,apartment,yes
1293,apartment,yes
1229,apartment,yes
1281,apartment,yes
1295,house,yes
1100,house,no
809,apartment,yes
1015,apartment,yes
918,apartment,yes
810,apartment,yes
995,apartment,yes
1572,apartment,yes
879,apartment,yes
1295,apartment,yes
1312,apartment,yes
1491,apartment,yes
1165,apartment,yes
1400,house,no
0,apartment,yes
1310,apartment,yes
1080,apartment,yes
1189,apartment,yes
1020,apartment,yes
1294,apartment,yes
1029,apartment,yes
1129,apartment,yes
1606,apartment,yes
1009,apartment,yes
999,apartment,yes
1300,apartment,yes
1105,apartment,yes
939,apartment,yes
1475,apartment,yes
2750,house,no
1695,apartment,yes
1460,apartment,yes
1735,apartment,yes
1157,apartment,yes
1345,apartment,yes
1653,apartment,yes
1520,apartment,yes
1226,apartment,yes
945,apartment,yes
560,house,yes
1040,apartment,yes
1065,apartment,yes
900,house,yes
865,apartment,yes
1295,house,yes
815,apartment,yes
1490,apartment,yes
2000,house,no
1395,apartment,yes
1134,apartment,yes
1170,apartment,yes
962,apartment,yes
1244,apartment,yes
1347,apartment,yes
1396,apartment,yes
1075,apartment,yes
1109,apartment,yes
1304,apartment,yes
1025,apartment,yes
1297,apartment,yes
1150,apartment,yes
1265,apartment,yes
920,apartment,yes
799,apartment,yes
1007,apartment,yes
1650,house,yes
2120,apartment,yes
703,house,no
1275,apartment,yes
668,house,yes
847,apartment,yes
1800,apartment,yes
1310,apartment,yes
1335,apartment,yes
1700,apartment,yes
975,apartment,yes
1210,apartment,yes
912,apartment,yes
1045,apartment,yes
753,apartment,yes
1025,apartment,yes
1010,apartment,yes
1079,apartment,yes
925,apartment,yes
960,apartment,yes
1101,apartment,yes
915,apartment,yes
1535,apartment,yes
1465,apartment,yes
1010,apartment,yes
845,apartment,yes
1142,apartment,yes
655,apartment,yes
1070,apartment,yes
750,flat,yes
825,apartment,yes
0,apartment,yes
2275,townhouse,yes
1030,apartment,yes
900,apartment,yes
1801,apartment,yes
928,apartment,yes
1245,apartment,yes
1315,apartment,yes
1185,apartment,yes
1018,apartment,yes
1180,apartment,yes
3800,townhouse,yes
1061,apartment,yes
945,condo,yes
1019,apartment,yes
1200,house,yes
1150,house,yes
1005,apartment,yes
900,apartment,yes
885,apartment,yes
1160,apartment,yes
1125,apartment,yes
1385,apartment,yes
999,apartment,yes
1139,apartment,yes
975,apartment,yes
1306,apartment,yes
835,apartment,yes
1510,apartment,yes
879,apartment,yes
550,apartment,yes
1400,house,yes
1290,house,yes
1520,apartment,yes
1430,house,yes
1460,townhouse,yes
1380,house,yes
1010,apartment,yes
1340,house,no
1299,apartment,yes
1710,house,no
1510,house,yes
1440,house,yes
2300,house,no
1320,apartment,yes
1270,house,yes
1860,house,yes
1520,house,yes
1730,house,no
1199,apartment,yes
1271,apartment,yes
1750,house,no
1320,house,no
1310,house,yes
1106,apartment,yes
1440,house,yes
1580,house,yes
1415,apartment,yes
1540,house,yes
1390,house,no
1410,house,no
1093,apartment,yes
1244,apartment,yes
2000,house,yes
1760,house,no
2150,house,yes
1640,house,yes
1245,apartment,yes
1131,apartment,yes
1530,house,no
1250,apartment,yes
1800,house,yes
1930,house,yes
1216,apartment,yes
1250,house,yes
1330,house,no
1720,house,no
1540,house,yes
850,house,no
1340,house,no
1520,house,yes
1410,house,no
2200,house,no
1250,house,yes
1320,house,yes
1560,house,yes
1105,apartment,yes
1400,house,yes
1290,house,yes
1290,apartment,yes
900,apartment,yes
2800,apartment,yes
1323,apartment,yes
965,apartment,yes
1580,apartment,yes
1300,apartment,yes
1135,apartment,yes
1300,apartment,yes
2145,apartment,yes
1295,apartment,yes
1200,apartment,yes
1190,apartment,yes
1180,apartment,yes
1145,apartment,yes
900,apartment,yes
1300,apartment,yes
1314,apartment,yes
1130,apartment,yes
900,apartment,yes
1390,apartment,yes
1175,apartment,yes
960,apartment,yes
1800,house,no
4999,house,yes
825,apartment,yes
525,manufactured,yes
1245,apartment,yes
818,apartment,yes
1350,apartment,yes
1480,apartment,yes
1100,apartment,yes
1199,apartment,yes
1425,townhouse,yes
1327,apartment,yes
1359,apartment,yes
1269,apartment,yes
1300,apartment,yes
1125,apartment,yes
1278,apartment,yes
1085,apartment,yes
1224,apartment,yes
1095,apartment,yes
1390,apartment,yes
2300,house,yes
1295,apartment,yes
1185,apartment,yes
1185,apartment,yes
1105,apartment,yes
1235,apartment,yes
1755,apartment,yes
1388,apartment,yes
1302,apartment,yes
895,townhouse,yes
795,apartment,yes
1725,apartment,yes
1746,apartment,yes
1416,apartment,yes
1276,apartment,yes
1085,apartment,yes
1725,apartment,yes
1185,apartment,yes
1075,apartment,yes
995,apartment,yes
1054,apartment,yes
770,apartment,yes
1046,apartment,yes
1695,house,yes
1020,apartment,yes
2750,house,no
1338,apartment,yes
1350,house,no
1313,apartment,yes
915,apartment,yes
1255,apartment,yes
1600,house,yes
1370,apartment,yes
1695,house,yes
1225,apartment,yes
1205,townhouse,yes
1850,condo,yes
1193,apartment,yes
945,apartment,yes
1850,condo,yes
1375,apartment,yes
850,apartment,yes
1900,condo,yes
875,apartment,yes
806,apartment,yes
725,apartment,yes
938,apartment,yes
1150,apartment,yes
855,apartment,yes
1105,apartment,yes
1175,apartment,yes
2000,apartment,yes
1285,apartment,yes
891,house,yes
1994,apartment,yes
1251,apartment,yes
1645,townhouse,yes
1620,townhouse,yes
3700,house,no
1167,apartment,yes
925,apartment,yes
679,apartment,yes
1270,apartment,yes
623,apartment,yes
1475,apartment,yes
1250,apartment,yes
1445,apartment,yes
1350,house,yes
1085,apartment,yes
1095,apartment,yes
1615,apartment,yes
1000,apartment,yes
945,apartment,yes
1380,apartment,yes
1542,apartment,yes
1765,apartment,yes
975,apartment,yes
1245,apartment,yes
970,apartment,yes
1178,apartment,yes
1257,apartment,yes
1529,apartment,yes
1056,apartment,yes
1500,apartment,yes
1186,apartment,yes
1405,apartment,yes
1116,apartment,yes
1218,apartment,yes
985,apartment,yes
1175,apartment,yes
1636,apartment,yes
1039,apartment,yes
813,apartment,yes
1403,apartment,yes
810,apartment,yes
740,apartment,yes
935,apartment,yes
1844,apartment,yes
985,apartment,yes
820,apartment,yes
850,apartment,yes
720,apartment,yes
1155,apartment,yes
800,apartment,yes
1050,apartment,yes
1293,apartment,yes
1285,apartment,yes
850,apartment,yes
870,apartment,yes
674,apartment,yes
1050,apartment,yes
1100,apartment,yes
1141,apartment,yes
1050,apartment,yes
850,apartment,yes
1202,apartment,yes
1331,apartment,yes
1100,apartment,yes
1154,apartment,yes
1144,apartment,yes
1178,apartment,yes
1015,apartment,yes
1049,apartment,yes
830,apartment,yes
1200,apartment,yes
1275,apartment,yes
1520,apartment,yes
1740,apartment,yes
1228,apartment,yes
729,apartment,yes
1015,apartment,yes
1243,apartment,yes
1120,apartment,yes
1195,apartment,yes
1250,apartment,yes
928,apartment,yes
1095,apartment,yes
1050,apartment,yes
1595,apartment,yes
935,apartment,yes
1230,apartment,yes
1750,apartment,yes
2037,apartment,yes
1202,apartment,yes
1020,apartment,yes
1689,apartment,yes
2900,house,no
729,apartment,yes
1148,apartment,yes
1180,apartment,yes
1420,apartment,yes
1999,apartment,yes
1075,apartment,yes
964,apartment,yes
1355,apartment,yes
3500,house,yes
1269,apartment,yes
1224,apartment,yes
1688,apartment,yes
980,apartment,yes
1333,apartment,yes
995,apartment,yes
1265,apartment,yes
1395,apartment,yes
